Name,Price,Link,Amenities,Long Term,Minimum Stay,City,Neighborhood,Location,Floor,Square Area,Bedrooms,Bathrooms,Security,Pool,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Updated,Latitude,Longitude,Address,Province,Region,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station
For Rent Fully Furnished 1BR Unit at The Arton by Rockwell,45000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-fully-furnished-1br-unit-at-the-arton-by-rockwell/2539622495&cl=1,Concierge; 24/7 Security; Swimming pool; Parking; Balcony,"45,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,12,49,1,1,1,1,,1,1,,Fully Furnished,6-Aug-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Clean and Inviting Studio at Wil Tower,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/clean-and-inviting-studio-at-wil-tower/b2be301898&cl=1,Concierge; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"20,000 /Month",6 Months,Quezon City,Timog and South Triangle,Wil Tower,30,25,0,1,1,1,,,,,Fully Furnished,21-May-25,14.6383294,121.0373537,"32, 1103 Eugenio Lopez Jr. Dr, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,77,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 BEDROOM condo for Rent at EDSA Grand Residences near SM North E,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-condo-for-rent-at-edsa-grand-residences-near-sm-north-/4d8be2f725&cl=1,Gym; Multi-Purpose Hall; 24/7 Security; Swimming pool; Balcony,"18,000 /Month",1 Year,Quezon City,North Avenue Area,EDSA Grand Residences,,27,0,1,1,1,,,1,,Fully Furnished,21-Aug-25,14.6572504,121.0243051,"Edsa Grand Residence, Bago Bantay, Quezon City, 1400 Metro Manila, Philippines",,Metro Manila,4.3,88,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
For Rent Lease the Arton by Rockwell 3 Bedroom Condo,90000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-lease-the-arton-by-rockwell-3-bedroom-condo/d924f07a20&cl=1,Concierge; Gym; 24/7 Security; Swimming pool; Parking; Balcony,"90,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,,113,3,2,1,1,,1,1,,Fully Furnished,18-Aug-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Unfurnished Studio Unit at Joseon Residences for Rent,9500,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-studio-unit-at-joseon-residences-for-rent/483ecb9c20&cl=1,Concierge; 24/7 Security; Balcony,"9,500 /Month",1 Year,Quezon City,,,3,26,0,1,1,,,,1,,Unfurnished,28-Aug-25,14.6614951,121.0375643,"3 Alley 1, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
ONECENTRAL17X for Rent Fully Furnished 1BR in One Central Park,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/onecentral17x-for-rent-fully-furnished-1br-in-one-central-park/649206903&cl=1,24/7 Security; Swimming pool,"30,000 /Month",6 Months,Quezon City,Eastwood City,One Central Park Eastwood City,17,62,1,1,1,1,,,,,Fully Furnished,23-May-25,14.6108772,121.0794294,"15 Orchard Rd, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,3.6,20,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Bare Unit 2 Bedroom 48 5sqm Condo for Rent Infina Towers QC,30500,https://rentpad.com.ph/long-term-rentals/quezon-city/bare-unit-2-bedroom-48-5sqm-condo-for-rent-infina-towers-qc/86d6e87c10&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"30,500 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,29,48.5,2,1,1,1,1,1,1,1,Unfurnished,29-Jul-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Elegant Fully Furnished 2 Bedroom Unit at Eastwood Parkview for R,55000,https://rentpad.com.ph/long-term-rentals/quezon-city/elegant-fully-furnished-2-bedroom-unit-at-eastwood-parkview-for-/ae9ef28a13&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"55,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Parkview,7,80,2,2,1,1,1,1,,,Fully Furnished,26-Jun-25,14.6705053,121.0317247,"Elegant, Project 8, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
4BR With internet Condo 2 Toilet Bath in Victoria Station 1 EDSA,38000,https://rentpad.com.ph/long-term-rentals/quezon-city/4br-with-internet-condo-2-toilet-bath-in-victoria-station-1-edsa/bea1b6cc71&cl=1,Concierge; Pets Allowed; 24/7 Security; Swimming pool; Balcony,"38,000 /Month",2 Nights,Quezon City,Timog and South Triangle,Victoria Station 1,12,66,4,2,1,1,,,1,1,Fully Furnished,28-Aug-25,14.6350307,121.0430784,"793 Epifanio de los Santos Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines",,Metro Manila,3.7,107,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Studio Unit in High Park Tower 1 Vertis North Quezon City,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-unit-in-high-park-tower-1-vertis-north-quezon-city/565f7d5491&cl=1,Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"28,000 /Month",1 Year,Quezon City,Diliman,High Park Vertis,10,32,0,1,1,1,,,,,Fully Furnished,12-Aug-25,14.6480664,121.0383708,"J2XQ+68H, Agham , Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,4.3,23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Unfurnished Studio Unit at Joseon Residences for Rent,9500,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-studio-unit-at-joseon-residences-for-rent/0cdcc93951&cl=1,Concierge; 24/7 Security; Parking; Balcony,"9,500 /Month",1 Year,Quezon City,,,2,23,0,1,1,,,1,1,,Unfurnished,28-Aug-25,14.6614951,121.0375643,"3 Alley 1, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Newly Turnover 2 Bedroom Unit with Balcony Parking,32000,https://rentpad.com.ph/long-term-rentals/quezon-city/newly-turnover-2-bedroom-unit-with-balcony-parking/5e7ee8cb81&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"32,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Cloverleaf,28,52,2,1,1,1,,1,1,,Unfurnished,18-Aug-25,14.6167772,121.0442291,"J28V+PM9, P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Affordable 2 Bedroom Unit at Vine Residences for Rent,13500,https://rentpad.com.ph/long-term-rentals/quezon-city/affordable-2-bedroom-unit-at-vine-residences-for-rent/9f5474ec9&cl=1,Concierge; Jogging Trail; 24/7 Security; Swimming pool,"13,500 /Month",1 Year,Quezon City,Novaliches,Vine Residences,2,29.25,2,1,1,1,,,,,Unfurnished,27-Aug-25,14.6167772,121.0442291,"J28V+PM9, P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Unfurnished Studio Unit with Parking Slot for Lease at the Arton,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-studio-unit-with-parking-slot-for-lease-at-the-arton/39ccd67859&cl=1,Pets Allowed; Gym; 24/7 Security; Function Rooms; Swimming pool; Parking,"25,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,17,27,0,1,1,1,,1,,1,Unfurnished,9-Sep-25,14.6248523,121.0403902,"1595 E Rodriguez Sr. Ave, Quezon City, 1112 Metro Manila, Philippines",,Metro Manila,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Cozy Condo @ Princeton Residences Gilmore,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/cozy-condo--princeton-residences-gilmore/829f312c55&cl=1,Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"20,000 /Month",6 Months,Quezon City,New Manila,Princeton Residences,28,24,0,1,1,1,,,,,Fully Furnished,11-Aug-25,14.6133,121.034078,"Beside LRT 2 Gilmore Station (South Entrance) 1112, Aurora Blvd, Quezon City, 1112 Metro Manila, Philippines",,Metro Manila,4.2,301,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Semi Furnished Studio in One Eastwood Avenue Eastwood City,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-in-one-eastwood-avenue-eastwood-city/cfc77ee82&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking,"16,000 /Month",1 Year,Quezon City,Eastwood City,One Eastwood Avenue,31,24.2,0,1,1,1,,1,,1,Semi Furnished,16-Jul-25,14.6077212,121.0791733,"Tower One, One Eastwood Ave, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.4,120,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Studio Unit at the Arton by Rockwell for Lease,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-unit-at-the-arton-by-rockwell-for-lease/10c15b519&cl=1,,"25,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,,27,0,1,,,,,,,Fully Furnished,9-Sep-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Brandnew 1Bedroom 36sqm DMCI nr MRT ABS CBN Eton Centris Vertis P,26000,https://rentpad.com.ph/long-term-rentals/quezon-city/brandnew-1bedroom-36sqm-dmci-nr-mrt-abs-cbn-eton-centris-vertis-/d709a9ce56&cl=1,Pets Allowed; Gym; Study Hall; Multi-Purpose Hall; 24/7 Security; Swimming pool; Balcony,"26,000 /Month",1 Year,Quezon City,Timog and South Triangle,The Crestmont,9,36,1,1,1,1,,,1,1,Unfurnished,24-Aug-25,14.6511313,121.0363154,"Vertis Dr, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
WELL INTERIOR 2 BR Unit at Eastwood Global Plaza Luxury Residence,70000,https://rentpad.com.ph/long-term-rentals/quezon-city/well-interior-2-br-unit-at-eastwood-global-plaza-luxury-residenc/d3e119a863&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"70,000 /Month",2 Weeks,Quezon City,Eastwood City,Eastwood Global Plaza Luxury Residence,27,80,2,3,1,1,1,1,,,Fully Furnished,9-Jul-25,14.6074846,121.0815122,"Eastwood City, Eastwood Palm Tree Avenue, Bagumbayan, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.1,36,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished Modern Studio at Wil Tower Quezon City,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-modern-studio-at-wil-tower-quezon-city/1e4eea9489&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"20,000 /Month",6 Months,Quezon City,Timog and South Triangle,Wil Tower,25,25.58,0,1,1,1,,,,,Fully Furnished,21-May-25,14.6383294,121.0373537,"32, 1103 Eugenio Lopez Jr. Dr, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,77,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Avida Towers Sola Vertis North Studio 22sqm P25K,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/avida-towers-sola-vertis-north-studio-22sqm-p25k/ef85f7a18&cl=1,,"25,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,,22,0,1,,,,,,,Fully Furnished,11-Jun-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished 1 Bedroom Unit at Avida Towers Sola for Rent,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-avida-towers-sola-for-rent/ec1635cb23&cl=1,Concierge; Gym; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"35,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,,45,1,1,1,1,1,1,1,,Fully Furnished,16-Jun-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Furnished 1 Bedroom for Rent at Manhattan Parkview Araneta Cuba,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/furnished-1-bedroom-for-rent-at-manhattan-parkview-araneta-cuba/0c7b7c0023&cl=1,Concierge; Jogging Trail; Gym; Play Room; 24/7 Security; Function Rooms; Swimming pool,"23,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Manhattan Parkview,12,36,1,1,1,1,,,,,Fully Furnished,1-Sep-25,14.6229078,121.0551885,"Manhattan Parkview, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Cozy Fully Furnished Studio in Blue Residences Katipunan QC,19000,https://rentpad.com.ph/long-term-rentals/quezon-city/cozy-fully-furnished-studio-in-blue-residences-katipunan-qc/f3258aea28&cl=1,Study Hall; Multi-Purpose Hall; Swimming pool,"19,000 /Month",1 Week,Quezon City,Loyola Heights,Blue Residences,38,21.58,0,1,,1,,,,,Fully Furnished,24-Aug-25,14.6328075,121.0747453,"41 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,4.3,396,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
For Rent 1BR with Balcony in Madison Parkwest Bgc for 40K mo,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-1br-with-balcony-in-madison-parkwest-bgc-for-40k-mo/5c4d971220&cl=1,,"40,000 /Month",1 Year,Taguig,Araneta Center Cubao,Madison Place Condominium,,39,1,1,,,,,,,Fully Furnished,29-Aug-25,14.551736,121.0478433,"Fort Bonifacio, Taguig, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Condo Units in Portovita For Rent,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/condo-units-in-portovita-for-rent/b687dbf621&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Swimming pool; Parking; Balcony,"18,000 /Month",1 Year,Quezon City,,,16,18,0,1,1,1,,1,1,,Fully Furnished,8-Sep-25,14.6195348,121.0583989,"232 P. Tuazon Blvd, Cubao, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.5,103,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Spacious 2BR with Balcony for Rent at Eastwood LeGrande QC,50000,https://rentpad.com.ph/long-term-rentals/quezon-city/spacious-2br-with-balcony-for-rent-at-eastwood-legrande-qc/0ab91c1d66&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"50,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood LeGrande Tower,15,92,2,2,1,1,1,1,1,,Fully Furnished,9-Jul-25,14.607967,121.0811371,"Palm Tree Avenue, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.6,194,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Unfurnished 2BR for Rent in Infina Towers Quezon City,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-2br-for-rent-in-infina-towers-quezon-city/d4e80b8798&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"25,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,28,53,2,1,1,1,1,,1,1,Unfurnished,9-Nov-24,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Semi Furnished Duplex at Edsa Grand for Lease,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-duplex-at-edsa-grand-for-lease/be412b4513&cl=1,Concierge; Gym; 24/7 Security; Swimming pool; Balcony,"30,000 /Month",1 Year,Quezon City,North Avenue Area,EDSA Grand Residences,12,60,2,2,1,1,,,1,,Fully Furnished,19-Sep-24,14.6572504,121.0243051,"Edsa Grand Residence, Bago Bantay, Quezon City, 1400 Metro Manila, Philippines",,Metro Manila,4.3,88,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fully Furnished Studio Unit for Lease at the Arton by Rockwell,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-for-lease-at-the-arton-by-rockwell/2850bbb262&cl=1,Gym; Swimming pool,"30,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,,27,0,1,,1,,,,,Fully Furnished,9-Sep-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Semi Furnished 3BR Townhouse in Circulo Verde Garden Homes,80000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-3br-townhouse-in-circulo-verde-garden-homes/0902d4ee60&cl=1,Concierge; Pets Allowed; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"80,000 /Month",1 Year,Quezon City,Libis,Circulo Verde,,138,3,3,1,1,1,1,1,1,Semi Furnished,3-Mar-25,14.6022606,121.0874994,"J32P+WX5, Quezon City, Metro Manila, Philippines",,Metro Manila,5,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
Elegant 1BR Loft Fully Furnished Unit at Eastwood LeGrande,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/elegant-1br-loft-fully-furnished-unit-at-eastwood-legrande/2c4bf37719&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking,"40,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood LeGrande Tower,23,65,1,2,1,1,,1,,1,Fully Furnished,26-Jun-25,14.6705053,121.0317247,"Elegant, Project 8, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Unfurnished 1BR for Rent in Manhattan Heights Cubao QC,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-1br-for-rent-in-manhattan-heights-cubao-qc/83d0e05585&cl=1,Jogging Trail; Gym; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"28,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Manhattan Heights,29,56,1,1,1,1,,,1,,Unfurnished,13-Aug-25,14.6199682,121.0576616,"J395+X3M, General Romulo Ave, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,5,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished Studio Unit For Rent In Balintawak,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-for-rent-in-balintawak/beb214fd77&cl=1,Gym; 24/7 Security; Swimming pool; Parking,"22,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Cloverleaf,,22,0,1,1,1,,1,,,Fully Furnished,13-Jun-25,14.6516198,121.0011652,"Balingasa, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
2 Bedroom Condo with Parking for Rent in The Crestmon QC,42000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-condo-with-parking-for-rent-in-the-crestmon-qc/08714ac985&cl=1,Concierge; Pets Allowed; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"42,000 /Month",1 Year,Quezon City,Timog and South Triangle,The Crestmont,48,66.5,2,1,1,1,1,1,1,1,Unfurnished,4-Sep-25,14.6427295,121.0372656,"Panay Ave, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,4.8,16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
2BR Condo for Rent in Urban Deca Homes Commonwealth,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-condo-for-rent-in-urban-deca-homes-commonwealth/a24766b03&cl=1,Pets Allowed; 24/7 Security,"18,000 /Month",1 Year,Quezon City,,,5,30.6,2,1,1,,,,,1,Unfurnished,1-Sep-25,14.7051454,121.0883375,"Road Manila Gravel Pit Rd, Quezon City, 1121 Metro Manila, Philippines",,Metro Manila,4.2,21,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished 1 Bedroom for Rent in Zinnia Towers,24000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-for-rent-in-zinnia-towers/8205474a56&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"24,000 /Month",1 Year,Quezon City,,,30,42,1,1,1,1,,,1,1,Fully Furnished,19-Aug-25,14.6572591,121.0162764,"1211 EDSA, Zinnia Rd, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,75,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
For Rent 1 Bedroom Unit at Eastwood Global Plaza Luxury Residenc,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent--1-bedroom-unit-at-eastwood-global-plaza-luxury-residen/55d345e619&cl=1,,"25,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Global Plaza Luxury Residence,,31,1,1,,,,,,,Fully Furnished,26-Feb-25,14.6074846,121.0815122,"Eastwood City, Eastwood Palm Tree Avenue, Bagumbayan, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.1,36,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished 1 Bedroom in The Magnolia Residences New Manila,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-in-the-magnolia-residences-new-manila/eeae897b78&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"30,000 /Month",1 Year,Quezon City,New Manila,Magnolia Residences,18,36,1,1,1,1,1,,,,Fully Furnished,2-Aug-25,14.6137831,121.0393301,"cor N.Domingo, J27Q+GP8, Doña Hemady St, Quezon City, 1112 Metro Manila, Philippines",,Metro Manila,4.2,14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished Studio Unit at Eastwood LeGrande Tower for Rent,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-eastwood-legrande-tower-for-rent/19059f3359&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"20,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood LeGrande Tower,19,25,0,1,1,1,1,,,1,Fully Furnished,26-Jun-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Brand Studio Unit with Balcony at Circulo Vee Pasig City,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/brand-studio-unit-with-balcony-at-circulo-vee-pasig-city/068a633596&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"15,000 /Month",1 Year,Quezon City,Libis,Circulo Vee,18,25,0,1,1,1,1,,1,1,Unfurnished,21-Jan-25,14.6036356,121.0865211,"70 Calle Industria, Bagumbayan, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.3,375,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
